,tracker,work_start_date,work_start_hour,work_finish_date,work_finish_hour,duration,duration_seconds,ay,hafta,gün,hafta_günü,çeyrek,gün_saati
372,HD_024,2022-03-07,1900-01-01 00:03:00,2022-03-07,1900-01-01 23:58:00,0 days 23:55:00,86100.0,3,10,66,1,1,0
373,DD_185,2022-03-07,1900-01-01 00:00:00,2022-03-07,1900-01-01 23:55:00,0 days 23:55:00,86100.0,3,10,66,1,1,0
374,DD_126,2022-03-08,1900-01-01 00:18:00,2022-03-08,1900-01-01 23:47:00,0 days 23:29:00,84540.0,3,10,67,2,1,0
375,HD_022,2022-03-08,1900-01-01 00:12:00,2022-03-08,1900-01-01 23:23:00,0 days 23:11:00,83460.0,3,10,67,2,1,0
376,HD_024,2022-03-08,1900-01-01 00:14:00,2022-03-08,1900-01-01 23:58:00,0 days 23:44:00,85440.0,3,10,67,2,1,0
377,DD_185,2022-03-08,1900-01-01 00:00:00,2022-03-08,1900-01-01 23:53:00,0 days 23:53:00,85980.0,3,10,67,2,1,0
378,DD_234,2022-03-08,1900-01-01 00:00:00,2022-03-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,10,67,2,1,0
379,HD_024,2022-03-09,1900-01-01 00:02:00,2022-03-09,1900-01-01 23:59:00,0 days 23:57:00,86220.0,3,10,68,3,1,0
380,DD_126,2022-03-09,1900-01-01 00:09:00,2022-03-09,1900-01-01 23:59:00,0 days 23:50:00,85800.0,3,10,68,3,1,0
381,DD_234,2022-03-09,1900-01-01 00:00:00,2022-03-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,10,68,3,1,0
382,HD_022,2022-03-09,1900-01-01 00:17:00,2022-03-09,1900-01-01 23:54:00,0 days 23:37:00,85020.0,3,10,68,3,1,0
383,DD_185,2022-03-09,1900-01-01 00:04:00,2022-03-09,1900-01-01 23:59:00,0 days 23:55:00,86100.0,3,10,68,3,1,0
384,HD_023,2022-03-10,1900-01-01 07:45:00,2022-03-10,1900-01-01 15:57:00,0 days 08:12:00,29520.0,3,10,69,4,1,7
385,DD_234,2022-03-10,1900-01-01 00:00:00,2022-03-10,1900-01-01 23:53:00,0 days 23:53:00,85980.0,3,10,69,4,1,0
386,HD_022,2022-03-10,1900-01-01 00:08:00,2022-03-10,1900-01-01 23:57:00,0 days 23:49:00,85740.0,3,10,69,4,1,0
387,DD_185,2022-03-10,1900-01-01 00:00:00,2022-03-10,1900-01-01 23:55:00,0 days 23:55:00,86100.0,3,10,69,4,1,0
388,DD_126,2022-03-10,1900-01-01 00:00:00,2022-03-10,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,10,69,4,1,0
389,HD_024,2022-03-10,1900-01-01 00:12:00,2022-03-10,1900-01-01 23:59:00,0 days 23:47:00,85620.0,3,10,69,4,1,0
390,DD_185,2022-03-11,1900-01-01 00:04:00,2022-03-11,1900-01-01 09:12:00,0 days 09:08:00,32880.0,3,10,70,5,1,0
391,DD_126,2022-03-11,1900-01-01 00:00:00,2022-03-11,1900-01-01 09:33:00,0 days 09:33:00,34380.0,3,10,70,5,1,0
392,DD_234,2022-03-11,1900-01-01 00:23:00,2022-03-11,1900-01-01 09:26:00,0 days 09:03:00,32580.0,3,10,70,5,1,0
393,HD_023,2022-03-11,1900-01-01 07:25:00,2022-03-11,1900-01-01 09:18:00,0 days 01:53:00,6780.0,3,10,70,5,1,7
394,HD_022,2022-03-11,1900-01-01 00:00:00,2022-03-11,1900-01-01 23:58:00,0 days 23:58:00,86280.0,3,10,70,5,1,0
395,HD_024,2022-03-11,1900-01-01 00:00:00,2022-03-11,1900-01-01 09:23:00,0 days 09:23:00,33780.0,3,10,70,5,1,0
396,HD_022,2022-03-12,1900-01-01 00:03:00,2022-03-12,1900-01-01 23:59:00,0 days 23:56:00,86160.0,3,10,71,6,1,0
397,HD_022,2022-03-13,1900-01-01 00:00:00,2022-03-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,11,72,0,1,0
398,HD_022,2022-03-14,1900-01-01 00:00:00,2022-03-14,1900-01-01 23:58:00,0 days 23:58:00,86280.0,3,11,73,1,1,0
399,HD_022,2022-03-15,1900-01-01 00:00:00,2022-03-15,1900-01-01 23:54:00,0 days 23:54:00,86040.0,3,11,74,2,1,0
400,HD_022,2022-03-16,1900-01-01 00:05:00,2022-03-16,1900-01-01 23:57:00,0 days 23:52:00,85920.0,3,11,75,3,1,0
401,HD_022,2022-03-17,1900-01-01 00:02:00,2022-03-17,1900-01-01 23:59:00,0 days 23:57:00,86220.0,3,11,76,4,1,0
402,HD_022,2022-03-18,1900-01-01 00:00:00,2022-03-18,1900-01-01 23:58:00,0 days 23:58:00,86280.0,3,11,77,5,1,0
403,HD_022,2022-03-19,1900-01-01 00:07:00,2022-03-19,1900-01-01 23:59:00,0 days 23:52:00,85920.0,3,11,78,6,1,0
404,HD_022,2022-03-20,1900-01-01 00:00:00,2022-03-20,1900-01-01 23:52:00,0 days 23:52:00,85920.0,3,12,79,0,1,0
405,HD_022,2022-03-21,1900-01-01 00:02:00,2022-03-21,1900-01-01 23:54:00,0 days 23:52:00,85920.0,3,12,80,1,1,0
406,HD_022,2022-03-22,1900-01-01 00:08:00,2022-03-22,1900-01-01 16:06:00,0 days 15:58:00,57480.0,3,12,81,2,1,0
407,HD_022,2022-03-23,1900-01-01 08:31:00,2022-03-23,1900-01-01 15:55:00,0 days 07:24:00,26640.0,3,12,82,3,1,8
408,HD_022,2022-03-24,1900-01-01 13:49:00,2022-03-24,1900-01-01 13:50:00,0 days 00:01:00,60.0,3,12,83,4,1,13
409,HD_022,2022-03-25,1900-01-01 08:43:00,2022-03-25,1900-01-01 23:54:00,0 days 15:11:00,54660.0,3,12,84,5,1,8
410,HD_022,2022-03-26,1900-01-01 00:07:00,2022-03-26,1900-01-01 23:55:00,0 days 23:48:00,85680.0,3,12,85,6,1,0
411,HD_022,2022-03-27,1900-01-01 00:06:00,2022-03-27,1900-01-01 23:55:00,0 days 23:49:00,85740.0,3,13,86,0,1,0
412,HD_022,2022-03-28,1900-01-01 00:09:00,2022-03-28,1900-01-01 23:55:00,0 days 23:46:00,85560.0,3,13,87,1,1,0
413,HD_022,2022-03-29,1900-01-01 00:00:00,2022-03-29,1900-01-01 23:58:00,0 days 23:58:00,86280.0,3,13,88,2,1,0
414,HD_022,2022-03-30,1900-01-01 00:00:00,2022-03-30,1900-01-01 23:28:00,0 days 23:28:00,84480.0,3,13,89,3,1,0
415,HD_022,2022-03-31,1900-01-01 00:10:00,2022-03-31,1900-01-01 23:57:00,0 days 23:47:00,85620.0,3,13,90,4,1,0
416,HD_022,2022-04-01,1900-01-01 00:00:00,2022-04-01,1900-01-01 23:54:00,0 days 23:54:00,86040.0,4,13,91,5,2,0
417,HD_022,2022-04-02,1900-01-01 00:12:00,2022-04-02,1900-01-01 21:09:00,0 days 20:57:00,75420.0,4,13,92,6,2,0
418,HD_022,2022-04-05,1900-01-01 09:15:00,2022-04-05,1900-01-01 23:09:00,0 days 13:54:00,50040.0,4,14,95,2,2,9
419,HD_022,2022-04-06,1900-01-01 00:17:00,2022-04-06,1900-01-01 23:55:00,0 days 23:38:00,85080.0,4,14,96,3,2,0
420,HD_022,2022-04-07,1900-01-01 00:04:00,2022-04-07,1900-01-01 23:58:00,0 days 23:54:00,86040.0,4,14,97,4,2,0
421,HD_022,2022-04-08,1900-01-01 00:01:00,2022-04-08,1900-01-01 23:57:00,0 days 23:56:00,86160.0,4,14,98,5,2,0
422,HD_022,2022-04-09,1900-01-01 00:11:00,2022-04-09,1900-01-01 23:53:00,0 days 23:42:00,85320.0,4,14,99,6,2,0
423,HD_022,2022-04-10,1900-01-01 00:03:00,2022-04-10,1900-01-01 23:59:00,0 days 23:56:00,86160.0,4,15,100,0,2,0
424,HD_022,2022-04-11,1900-01-01 00:00:00,2022-04-11,1900-01-01 23:58:00,0 days 23:58:00,86280.0,4,15,101,1,2,0
425,HD_022,2022-04-12,1900-01-01 00:03:00,2022-04-12,1900-01-01 23:55:00,0 days 23:52:00,85920.0,4,15,102,2,2,0
426,HD_022,2022-04-13,1900-01-01 00:15:00,2022-04-13,1900-01-01 23:58:00,0 days 23:43:00,85380.0,4,15,103,3,2,0
427,HD_022,2022-04-14,1900-01-01 00:17:00,2022-04-14,1900-01-01 23:57:00,0 days 23:40:00,85200.0,4,15,104,4,2,0
428,HD_022,2022-04-15,1900-01-01 00:01:00,2022-04-15,1900-01-01 23:59:00,0 days 23:58:00,86280.0,4,15,105,5,2,0
429,HD_022,2022-04-16,1900-01-01 00:04:00,2022-04-16,1900-01-01 23:58:00,0 days 23:54:00,86040.0,4,15,106,6,2,0
430,HD_022,2022-04-17,1900-01-01 00:09:00,2022-04-17,1900-01-01 23:56:00,0 days 23:47:00,85620.0,4,16,107,0,2,0
431,HD_022,2022-04-18,1900-01-01 00:00:00,2022-04-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,4,16,108,1,2,0
432,HD_022,2022-04-19,1900-01-01 00:00:00,2022-04-19,1900-01-01 23:55:00,0 days 23:55:00,86100.0,4,16,109,2,2,0
433,HD_022,2022-04-20,1900-01-01 00:08:00,2022-04-20,1900-01-01 09:57:00,0 days 09:49:00,35340.0,4,16,110,3,2,0
434,DD_126,2022-05-16,1900-01-01 15:54:00,2022-05-16,1900-01-01 23:59:00,0 days 08:05:00,29100.0,5,20,136,1,2,15
435,DD_234,2022-05-16,1900-01-01 15:56:00,2022-05-16,1900-01-01 23:59:00,0 days 08:03:00,28980.0,5,20,136,1,2,15
436,DD_126,2022-05-17,1900-01-01 00:00:00,2022-05-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,137,2,2,0
437,HD_022,2022-05-17,1900-01-01 10:02:00,2022-05-17,1900-01-01 23:20:00,0 days 13:18:00,47880.0,5,20,137,2,2,10
438,DD_234,2022-05-17,1900-01-01 00:00:00,2022-05-17,1900-01-01 23:58:00,0 days 23:58:00,86280.0,5,20,137,2,2,0
439,DD_126,2022-05-18,1900-01-01 00:00:00,2022-05-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,138,3,2,0
440,DD_234,2022-05-18,1900-01-01 00:00:00,2022-05-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,138,3,2,0
441,HD_022,2022-05-18,1900-01-01 01:04:00,2022-05-18,1900-01-01 23:57:00,0 days 22:53:00,82380.0,5,20,138,3,2,1
442,HD_022,2022-05-19,1900-01-01 00:00:00,2022-05-19,1900-01-01 19:22:00,0 days 19:22:00,69720.0,5,20,139,4,2,0
443,DD_234,2022-05-19,1900-01-01 00:00:00,2022-05-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,139,4,2,0
444,DD_126,2022-05-19,1900-01-01 00:00:00,2022-05-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,139,4,2,0
445,DD_126,2022-05-20,1900-01-01 00:00:00,2022-05-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,140,5,2,0
446,DD_234,2022-05-20,1900-01-01 00:00:00,2022-05-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,140,5,2,0
447,HD_022,2022-05-20,1900-01-01 04:09:00,2022-05-20,1900-01-01 23:53:00,0 days 19:44:00,71040.0,5,20,140,5,2,4
448,DD_234,2022-05-21,1900-01-01 00:00:00,2022-05-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,141,6,2,0
449,HD_022,2022-05-21,1900-01-01 00:02:00,2022-05-21,1900-01-01 23:59:00,0 days 23:57:00,86220.0,5,20,141,6,2,0
450,DD_126,2022-05-21,1900-01-01 00:00:00,2022-05-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,20,141,6,2,0
451,DD_126,2022-05-22,1900-01-01 00:00:00,2022-05-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,142,0,2,0
452,DD_234,2022-05-22,1900-01-01 00:00:00,2022-05-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,142,0,2,0
453,HD_022,2022-05-22,1900-01-01 00:02:00,2022-05-22,1900-01-01 23:59:00,0 days 23:57:00,86220.0,5,21,142,0,2,0
454,HD_022,2022-05-23,1900-01-01 00:00:00,2022-05-23,1900-01-01 23:58:00,0 days 23:58:00,86280.0,5,21,143,1,2,0
455,HD_024,2022-05-23,1900-01-01 14:12:00,2022-05-23,1900-01-01 23:57:00,0 days 09:45:00,35100.0,5,21,143,1,2,14
456,DD_234,2022-05-23,1900-01-01 00:00:00,2022-05-23,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,143,1,2,0
457,DD_126,2022-05-23,1900-01-01 00:00:00,2022-05-23,1900-01-01 23:58:00,0 days 23:58:00,86280.0,5,21,143,1,2,0
458,HD_023,2022-05-23,1900-01-01 15:06:00,2022-05-23,1900-01-01 23:58:00,0 days 08:52:00,31920.0,5,21,143,1,2,15
459,HD_022,2022-05-24,1900-01-01 00:08:00,2022-05-24,1900-01-01 23:59:00,0 days 23:51:00,85860.0,5,21,144,2,2,0
460,HD_024,2022-05-24,1900-01-01 00:01:00,2022-05-24,1900-01-01 23:59:00,0 days 23:58:00,86280.0,5,21,144,2,2,0
461,DD_234,2022-05-24,1900-01-01 00:00:00,2022-05-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,144,2,2,0
462,DD_126,2022-05-24,1900-01-01 00:00:00,2022-05-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,144,2,2,0
463,HD_023,2022-05-24,1900-01-01 00:00:00,2022-05-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,144,2,2,0
464,HD_023,2022-05-25,1900-01-01 00:00:00,2022-05-25,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,145,3,2,0
465,HD_022,2022-05-25,1900-01-01 00:01:00,2022-05-25,1900-01-01 23:59:00,0 days 23:58:00,86280.0,5,21,145,3,2,0
466,DD_126,2022-05-25,1900-01-01 00:00:00,2022-05-25,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,145,3,2,0
467,DD_234,2022-05-25,1900-01-01 00:01:00,2022-05-25,1900-01-01 23:59:00,0 days 23:58:00,86280.0,5,21,145,3,2,0
468,HD_024,2022-05-25,1900-01-01 00:00:00,2022-05-25,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,145,3,2,0
469,HD_022,2022-05-26,1900-01-01 00:01:00,2022-05-26,1900-01-01 23:43:00,0 days 23:42:00,85320.0,5,21,146,4,2,0
470,DD_126,2022-05-26,1900-01-01 00:00:00,2022-05-26,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,146,4,2,0
471,DD_234,2022-05-26,1900-01-01 00:00:00,2022-05-26,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,146,4,2,0
472,HD_024,2022-05-26,1900-01-01 00:00:00,2022-05-26,1900-01-01 23:55:00,0 days 23:55:00,86100.0,5,21,146,4,2,0
473,HD_023,2022-05-26,1900-01-01 00:01:00,2022-05-26,1900-01-01 23:50:00,0 days 23:49:00,85740.0,5,21,146,4,2,0
474,DD_234,2022-05-27,1900-01-01 00:00:00,2022-05-27,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,147,5,2,0
475,HD_022,2022-05-27,1900-01-01 00:00:00,2022-05-27,1900-01-01 23:39:00,0 days 23:39:00,85140.0,5,21,147,5,2,0
476,HD_024,2022-05-27,1900-01-01 00:01:00,2022-05-27,1900-01-01 23:59:00,0 days 23:58:00,86280.0,5,21,147,5,2,0
477,HD_023,2022-05-27,1900-01-01 00:13:00,2022-05-27,1900-01-01 23:51:00,0 days 23:38:00,85080.0,5,21,147,5,2,0
478,DD_126,2022-05-27,1900-01-01 00:00:00,2022-05-27,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,147,5,2,0
479,DD_234,2022-05-28,1900-01-01 00:00:00,2022-05-28,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,148,6,2,0
480,HD_022,2022-05-28,1900-01-01 01:34:00,2022-05-28,1900-01-01 23:47:00,0 days 22:13:00,79980.0,5,21,148,6,2,1
481,HD_023,2022-05-28,1900-01-01 00:13:00,2022-05-28,1900-01-01 23:59:00,0 days 23:46:00,85560.0,5,21,148,6,2,0
482,HD_024,2022-05-28,1900-01-01 00:00:00,2022-05-28,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,148,6,2,0
483,DD_126,2022-05-28,1900-01-01 00:00:00,2022-05-28,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,21,148,6,2,0
484,DD_126,2022-05-29,1900-01-01 00:00:00,2022-05-29,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,22,149,0,2,0
485,HD_022,2022-05-29,1900-01-01 00:07:00,2022-05-29,1900-01-01 23:52:00,0 days 23:45:00,85500.0,5,22,149,0,2,0
486,HD_023,2022-05-29,1900-01-01 00:00:00,2022-05-29,1900-01-01 23:57:00,0 days 23:57:00,86220.0,5,22,149,0,2,0
487,HD_024,2022-05-29,1900-01-01 00:00:00,2022-05-29,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,22,149,0,2,0
488,DD_234,2022-05-29,1900-01-01 00:00:00,2022-05-29,1900-01-01 23:59:00,0 days 23:59:00,86340.0,5,22,149,0,2,0
489,HD_024,2022-05-30,1900-01-01 00:00:00,2022-05-30,1900-01-01 14:50:00,0 days 14:50:00,53400.0,5,22,150,1,2,0
490,DD_126,2022-05-30,1900-01-01 00:00:00,2022-05-30,1900-01-01 14:42:00,0 days 14:42:00,52920.0,5,22,150,1,2,0
491,HD_023,2022-05-30,1900-01-01 00:13:00,2022-05-30,1900-01-01 14:51:00,0 days 14:38:00,52680.0,5,22,150,1,2,0
492,DD_234,2022-05-30,1900-01-01 00:00:00,2022-05-30,1900-01-01 14:52:00,0 days 14:52:00,53520.0,5,22,150,1,2,0
493,HD_022,2022-05-30,1900-01-01 00:16:00,2022-05-30,1900-01-01 14:48:00,0 days 14:32:00,52320.0,5,22,150,1,2,0
494,HD_023,2022-05-31,1900-01-01 13:17:00,2022-05-31,1900-01-01 23:59:00,0 days 10:42:00,38520.0,5,22,151,2,2,13
495,HD_024,2022-05-31,1900-01-01 13:17:00,2022-05-31,1900-01-01 23:59:00,0 days 10:42:00,38520.0,5,22,151,2,2,13
496,DD_234,2022-05-31,1900-01-01 13:17:00,2022-05-31,1900-01-01 23:59:00,0 days 10:42:00,38520.0,5,22,151,2,2,13
497,DD_126,2022-05-31,1900-01-01 13:17:00,2022-05-31,1900-01-01 23:59:00,0 days 10:42:00,38520.0,5,22,151,2,2,13
498,HD_022,2022-05-31,1900-01-01 13:18:00,2022-05-31,1900-01-01 23:33:00,0 days 10:15:00,36900.0,5,22,151,2,2,13
499,HD_024,2022-06-01,1900-01-01 00:01:00,2022-06-01,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,22,152,3,2,0
500,HD_023,2022-06-01,1900-01-01 00:00:00,2022-06-01,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,152,3,2,0
501,HD_022,2022-06-01,1900-01-01 02:08:00,2022-06-01,1900-01-01 23:57:00,0 days 21:49:00,78540.0,6,22,152,3,2,2
502,DD_126,2022-06-01,1900-01-01 00:00:00,2022-06-01,1900-01-01 23:58:00,0 days 23:58:00,86280.0,6,22,152,3,2,0
503,DD_234,2022-06-01,1900-01-01 00:00:00,2022-06-01,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,152,3,2,0
504,HD_024,2022-06-02,1900-01-01 00:00:00,2022-06-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,153,4,2,0
505,HD_023,2022-06-02,1900-01-01 00:00:00,2022-06-02,1900-01-01 23:54:00,0 days 23:54:00,86040.0,6,22,153,4,2,0
506,DD_126,2022-06-02,1900-01-01 00:00:00,2022-06-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,153,4,2,0
507,HD_022,2022-06-02,1900-01-01 00:00:00,2022-06-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,153,4,2,0
508,DD_234,2022-06-02,1900-01-01 00:01:00,2022-06-02,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,22,153,4,2,0
509,DD_234,2022-06-03,1900-01-01 00:00:00,2022-06-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,154,5,2,0
510,DD_126,2022-06-03,1900-01-01 00:00:00,2022-06-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,154,5,2,0
511,HD_022,2022-06-03,1900-01-01 00:21:00,2022-06-03,1900-01-01 22:01:00,0 days 21:40:00,78000.0,6,22,154,5,2,0
512,HD_023,2022-06-03,1900-01-01 00:00:00,2022-06-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,154,5,2,0
513,HD_024,2022-06-03,1900-01-01 00:00:00,2022-06-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,154,5,2,0
514,DD_126,2022-06-04,1900-01-01 00:00:00,2022-06-04,1900-01-01 23:54:00,0 days 23:54:00,86040.0,6,22,155,6,2,0
515,DD_234,2022-06-04,1900-01-01 00:00:00,2022-06-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,155,6,2,0
516,HD_022,2022-06-04,1900-01-01 00:14:00,2022-06-04,1900-01-01 23:59:00,0 days 23:45:00,85500.0,6,22,155,6,2,0
517,HD_024,2022-06-04,1900-01-01 00:00:00,2022-06-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,155,6,2,0
518,HD_023,2022-06-04,1900-01-01 00:00:00,2022-06-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,22,155,6,2,0
519,HD_023,2022-06-05,1900-01-01 00:00:00,2022-06-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,156,0,2,0
520,HD_024,2022-06-05,1900-01-01 00:06:00,2022-06-05,1900-01-01 23:59:00,0 days 23:53:00,85980.0,6,23,156,0,2,0
521,HD_022,2022-06-05,1900-01-01 00:00:00,2022-06-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,156,0,2,0
522,DD_126,2022-06-05,1900-01-01 00:16:00,2022-06-05,1900-01-01 23:54:00,0 days 23:38:00,85080.0,6,23,156,0,2,0
523,DD_234,2022-06-05,1900-01-01 00:00:00,2022-06-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,156,0,2,0
524,HD_023,2022-06-06,1900-01-01 00:00:00,2022-06-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,157,1,2,0
525,HD_024,2022-06-06,1900-01-01 00:00:00,2022-06-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,157,1,2,0
526,DD_126,2022-06-06,1900-01-01 00:04:00,2022-06-06,1900-01-01 23:58:00,0 days 23:54:00,86040.0,6,23,157,1,2,0
527,DD_234,2022-06-06,1900-01-01 00:00:00,2022-06-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,157,1,2,0
528,HD_022,2022-06-06,1900-01-01 00:02:00,2022-06-06,1900-01-01 23:58:00,0 days 23:56:00,86160.0,6,23,157,1,2,0
529,HD_023,2022-06-07,1900-01-01 00:00:00,2022-06-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,158,2,2,0
530,DD_234,2022-06-07,1900-01-01 00:01:00,2022-06-07,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,23,158,2,2,0
531,DD_126,2022-06-07,1900-01-01 00:05:00,2022-06-07,1900-01-01 23:59:00,0 days 23:54:00,86040.0,6,23,158,2,2,0
532,HD_024,2022-06-07,1900-01-01 00:00:00,2022-06-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,158,2,2,0
533,HD_022,2022-06-07,1900-01-01 00:04:00,2022-06-07,1900-01-01 23:55:00,0 days 23:51:00,85860.0,6,23,158,2,2,0
534,DD_126,2022-06-08,1900-01-01 00:00:00,2022-06-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,159,3,2,0
535,DD_234,2022-06-08,1900-01-01 00:00:00,2022-06-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,159,3,2,0
536,HD_024,2022-06-08,1900-01-01 00:00:00,2022-06-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,159,3,2,0
537,HD_023,2022-06-08,1900-01-01 00:00:00,2022-06-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,159,3,2,0
538,HD_022,2022-06-08,1900-01-01 00:20:00,2022-06-08,1900-01-01 23:58:00,0 days 23:38:00,85080.0,6,23,159,3,2,0
539,HD_024,2022-06-09,1900-01-01 00:00:00,2022-06-09,1900-01-01 23:56:00,0 days 23:56:00,86160.0,6,23,160,4,2,0
540,HD_023,2022-06-09,1900-01-01 00:05:00,2022-06-09,1900-01-01 23:59:00,0 days 23:54:00,86040.0,6,23,160,4,2,0
541,HD_022,2022-06-09,1900-01-01 00:11:00,2022-06-09,1900-01-01 23:57:00,0 days 23:46:00,85560.0,6,23,160,4,2,0
542,DD_234,2022-06-09,1900-01-01 00:00:00,2022-06-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,160,4,2,0
543,DD_126,2022-06-09,1900-01-01 00:00:00,2022-06-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,160,4,2,0
544,HD_022,2022-06-10,1900-01-01 00:01:00,2022-06-10,1900-01-01 23:56:00,0 days 23:55:00,86100.0,6,23,161,5,2,0
545,HD_023,2022-06-10,1900-01-01 00:00:00,2022-06-10,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,161,5,2,0
546,DD_234,2022-06-10,1900-01-01 00:00:00,2022-06-10,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,161,5,2,0
547,HD_024,2022-06-10,1900-01-01 00:01:00,2022-06-10,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,23,161,5,2,0
548,DD_126,2022-06-10,1900-01-01 00:00:00,2022-06-10,1900-01-01 23:56:00,0 days 23:56:00,86160.0,6,23,161,5,2,0
549,DD_126,2022-06-11,1900-01-01 00:01:00,2022-06-11,1900-01-01 23:59:00,0 days 23:58:00,86280.0,6,23,162,6,2,0
550,HD_023,2022-06-11,1900-01-01 00:00:00,2022-06-11,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,162,6,2,0
551,DD_234,2022-06-11,1900-01-01 00:00:00,2022-06-11,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,23,162,6,2,0
552,HD_022,2022-06-11,1900-01-01 00:13:00,2022-06-11,1900-01-01 23:56:00,0 days 23:43:00,85380.0,6,23,162,6,2,0
553,HD_024,2022-06-11,1900-01-01 00:00:00,2022-06-11,1900-01-01 23:58:00,0 days 23:58:00,86280.0,6,23,162,6,2,0
554,DD_126,2022-06-12,1900-01-01 00:00:00,2022-06-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,163,0,2,0
555,HD_024,2022-06-12,1900-01-01 00:00:00,2022-06-12,1900-01-01 23:57:00,0 days 23:57:00,86220.0,6,24,163,0,2,0
556,HD_022,2022-06-12,1900-01-01 00:03:00,2022-06-12,1900-01-01 23:51:00,0 days 23:48:00,85680.0,6,24,163,0,2,0
557,DD_234,2022-06-12,1900-01-01 00:00:00,2022-06-12,1900-01-01 23:48:00,0 days 23:48:00,85680.0,6,24,163,0,2,0
558,HD_023,2022-06-12,1900-01-01 00:00:00,2022-06-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,6,24,163,0,2,0
559,HD_024,2022-06-13,1900-01-01 00:06:00,2022-06-13,1900-01-01 23:58:00,0 days 23:52:00,85920.0,6,24,164,1,2,0
