,tracker,work_start_date,work_start_hour,work_finish_date,work_finish_hour,duration,duration_seconds,ay,hafta,gün,hafta_günü,çeyrek,gün_saati
184,HD_024,2022-02-03,1900-01-01 00:00:00,2022-02-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,34,4,1,0
185,DD_185,2022-02-03,1900-01-01 00:00:00,2022-02-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,34,4,1,0
186,HD_023,2022-02-03,1900-01-01 00:00:00,2022-02-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,34,4,1,0
187,HD_022,2022-02-04,1900-01-01 00:00:00,2022-02-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,35,5,1,0
188,HD_023,2022-02-04,1900-01-01 00:00:00,2022-02-04,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,5,35,5,1,0
189,DD_126,2022-02-04,1900-01-01 00:00:00,2022-02-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,35,5,1,0
190,DD_185,2022-02-04,1900-01-01 00:00:00,2022-02-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,35,5,1,0
191,DD_234,2022-02-04,1900-01-01 00:00:00,2022-02-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,35,5,1,0
192,HD_024,2022-02-04,1900-01-01 00:01:00,2022-02-04,1900-01-01 23:59:00,0 days 23:58:00,86280.0,2,5,35,5,1,0
193,HD_023,2022-02-05,1900-01-01 00:01:00,2022-02-05,1900-01-01 15:42:00,0 days 15:41:00,56460.0,2,5,36,6,1,0
194,DD_185,2022-02-05,1900-01-01 00:00:00,2022-02-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,36,6,1,0
195,DD_126,2022-02-05,1900-01-01 00:00:00,2022-02-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,36,6,1,0
196,DD_234,2022-02-05,1900-01-01 00:00:00,2022-02-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,36,6,1,0
197,HD_022,2022-02-05,1900-01-01 00:00:00,2022-02-05,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,5,36,6,1,0
198,HD_024,2022-02-05,1900-01-01 00:00:00,2022-02-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,5,36,6,1,0
199,DD_126,2022-02-06,1900-01-01 00:00:00,2022-02-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,37,0,1,0
200,HD_024,2022-02-06,1900-01-01 00:00:00,2022-02-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,37,0,1,0
201,DD_185,2022-02-06,1900-01-01 00:00:00,2022-02-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,37,0,1,0
202,DD_234,2022-02-06,1900-01-01 00:00:00,2022-02-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,37,0,1,0
203,HD_022,2022-02-06,1900-01-01 00:00:00,2022-02-06,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,37,0,1,0
204,DD_185,2022-02-07,1900-01-01 00:00:00,2022-02-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,38,1,1,0
205,HD_024,2022-02-07,1900-01-01 00:00:00,2022-02-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,38,1,1,0
206,DD_126,2022-02-07,1900-01-01 00:00:00,2022-02-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,38,1,1,0
207,DD_234,2022-02-07,1900-01-01 00:00:00,2022-02-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,38,1,1,0
208,HD_022,2022-02-07,1900-01-01 00:00:00,2022-02-07,1900-01-01 23:52:00,0 days 23:52:00,85920.0,2,6,38,1,1,0
209,HD_023,2022-02-07,1900-01-01 09:51:00,2022-02-07,1900-01-01 20:14:00,0 days 10:23:00,37380.0,2,6,38,1,1,9
210,DD_234,2022-02-08,1900-01-01 00:00:00,2022-02-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,39,2,1,0
211,HD_022,2022-02-08,1900-01-01 00:09:00,2022-02-08,1900-01-01 23:59:00,0 days 23:50:00,85800.0,2,6,39,2,1,0
212,DD_185,2022-02-08,1900-01-01 00:00:00,2022-02-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,39,2,1,0
213,DD_126,2022-02-08,1900-01-01 00:00:00,2022-02-08,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,39,2,1,0
214,HD_024,2022-02-08,1900-01-01 00:04:00,2022-02-08,1900-01-01 23:59:00,0 days 23:55:00,86100.0,2,6,39,2,1,0
215,DD_185,2022-02-09,1900-01-01 00:00:00,2022-02-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,40,3,1,0
216,DD_126,2022-02-09,1900-01-01 00:00:00,2022-02-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,40,3,1,0
217,DD_234,2022-02-09,1900-01-01 00:00:00,2022-02-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,40,3,1,0
218,HD_024,2022-02-09,1900-01-01 00:00:00,2022-02-09,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,40,3,1,0
219,HD_022,2022-02-09,1900-01-01 00:00:00,2022-02-09,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,6,40,3,1,0
220,HD_023,2022-02-09,1900-01-01 11:03:00,2022-02-09,1900-01-01 23:58:00,0 days 12:55:00,46500.0,2,6,40,3,1,11
221,HD_024,2022-02-10,1900-01-01 00:00:00,2022-02-10,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,6,41,4,1,0
222,DD_185,2022-02-10,1900-01-01 00:00:00,2022-02-10,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,41,4,1,0
223,HD_023,2022-02-10,1900-01-01 00:03:00,2022-02-10,1900-01-01 23:58:00,0 days 23:55:00,86100.0,2,6,41,4,1,0
224,DD_126,2022-02-10,1900-01-01 00:00:00,2022-02-10,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,41,4,1,0
225,HD_022,2022-02-10,1900-01-01 00:00:00,2022-02-10,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,41,4,1,0
226,DD_234,2022-02-10,1900-01-01 00:00:00,2022-02-10,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,41,4,1,0
227,HD_022,2022-02-11,1900-01-01 00:00:00,2022-02-11,1900-01-01 23:56:00,0 days 23:56:00,86160.0,2,6,42,5,1,0
228,HD_023,2022-02-11,1900-01-01 00:02:00,2022-02-11,1900-01-01 23:58:00,0 days 23:56:00,86160.0,2,6,42,5,1,0
229,DD_234,2022-02-11,1900-01-01 00:00:00,2022-02-11,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,42,5,1,0
230,HD_024,2022-02-11,1900-01-01 00:00:00,2022-02-11,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,6,42,5,1,0
231,DD_126,2022-02-11,1900-01-01 00:00:00,2022-02-11,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,42,5,1,0
232,DD_185,2022-02-11,1900-01-01 00:00:00,2022-02-11,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,42,5,1,0
233,HD_024,2022-02-12,1900-01-01 00:00:00,2022-02-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,43,6,1,0
234,HD_023,2022-02-12,1900-01-01 00:00:00,2022-02-12,1900-01-01 08:47:00,0 days 08:47:00,31620.0,2,6,43,6,1,0
235,DD_126,2022-02-12,1900-01-01 00:00:00,2022-02-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,43,6,1,0
236,HD_022,2022-02-12,1900-01-01 00:06:00,2022-02-12,1900-01-01 23:59:00,0 days 23:53:00,85980.0,2,6,43,6,1,0
237,DD_185,2022-02-12,1900-01-01 00:00:00,2022-02-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,43,6,1,0
238,DD_234,2022-02-12,1900-01-01 00:00:00,2022-02-12,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,6,43,6,1,0
239,HD_024,2022-02-13,1900-01-01 00:00:00,2022-02-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,44,0,1,0
240,HD_022,2022-02-13,1900-01-01 00:00:00,2022-02-13,1900-01-01 23:53:00,0 days 23:53:00,85980.0,2,7,44,0,1,0
241,DD_185,2022-02-13,1900-01-01 00:00:00,2022-02-13,1900-01-01 23:53:00,0 days 23:53:00,85980.0,2,7,44,0,1,0
242,DD_234,2022-02-13,1900-01-01 00:00:00,2022-02-13,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,44,0,1,0
243,DD_126,2022-02-13,1900-01-01 00:01:00,2022-02-13,1900-01-01 23:59:00,0 days 23:58:00,86280.0,2,7,44,0,1,0
244,HD_024,2022-02-14,1900-01-01 00:00:00,2022-02-14,1900-01-01 23:45:00,0 days 23:45:00,85500.0,2,7,45,1,1,0
245,DD_126,2022-02-14,1900-01-01 00:00:00,2022-02-14,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,45,1,1,0
246,HD_023,2022-02-14,1900-01-01 14:04:00,2022-02-14,1900-01-01 14:44:00,0 days 00:40:00,2400.0,2,7,45,1,1,14
247,DD_185,2022-02-14,1900-01-01 00:01:00,2022-02-14,1900-01-01 23:56:00,0 days 23:55:00,86100.0,2,7,45,1,1,0
248,HD_022,2022-02-14,1900-01-01 00:00:00,2022-02-14,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,45,1,1,0
249,DD_234,2022-02-14,1900-01-01 00:00:00,2022-02-14,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,45,1,1,0
250,HD_022,2022-02-15,1900-01-01 00:01:00,2022-02-15,1900-01-01 23:55:00,0 days 23:54:00,86040.0,2,7,46,2,1,0
251,DD_185,2022-02-15,1900-01-01 00:04:00,2022-02-15,1900-01-01 23:57:00,0 days 23:53:00,85980.0,2,7,46,2,1,0
252,HD_023,2022-02-15,1900-01-01 08:15:00,2022-02-15,1900-01-01 23:59:00,0 days 15:44:00,56640.0,2,7,46,2,1,8
253,DD_234,2022-02-15,1900-01-01 00:00:00,2022-02-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,46,2,1,0
254,DD_126,2022-02-15,1900-01-01 00:00:00,2022-02-15,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,46,2,1,0
255,HD_024,2022-02-15,1900-01-01 00:22:00,2022-02-15,1900-01-01 23:59:00,0 days 23:37:00,85020.0,2,7,46,2,1,0
256,HD_022,2022-02-16,1900-01-01 00:00:00,2022-02-16,1900-01-01 23:57:00,0 days 23:57:00,86220.0,2,7,47,3,1,0
257,HD_024,2022-02-16,1900-01-01 00:00:00,2022-02-16,1900-01-01 23:54:00,0 days 23:54:00,86040.0,2,7,47,3,1,0
258,DD_185,2022-02-16,1900-01-01 00:03:00,2022-02-16,1900-01-01 23:59:00,0 days 23:56:00,86160.0,2,7,47,3,1,0
259,DD_126,2022-02-16,1900-01-01 00:00:00,2022-02-16,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,47,3,1,0
260,DD_234,2022-02-16,1900-01-01 00:00:00,2022-02-16,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,47,3,1,0
261,HD_023,2022-02-16,1900-01-01 00:00:00,2022-02-16,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,7,47,3,1,0
262,HD_023,2022-02-17,1900-01-01 00:00:00,2022-02-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,48,4,1,0
263,HD_022,2022-02-17,1900-01-01 00:01:00,2022-02-17,1900-01-01 23:46:00,0 days 23:45:00,85500.0,2,7,48,4,1,0
264,DD_126,2022-02-17,1900-01-01 00:00:00,2022-02-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,48,4,1,0
265,HD_024,2022-02-17,1900-01-01 00:02:00,2022-02-17,1900-01-01 23:59:00,0 days 23:57:00,86220.0,2,7,48,4,1,0
266,DD_234,2022-02-17,1900-01-01 00:00:00,2022-02-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,48,4,1,0
267,DD_185,2022-02-17,1900-01-01 00:00:00,2022-02-17,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,48,4,1,0
268,HD_022,2022-02-18,1900-01-01 00:15:00,2022-02-18,1900-01-01 23:59:00,0 days 23:44:00,85440.0,2,7,49,5,1,0
269,HD_023,2022-02-18,1900-01-01 00:00:00,2022-02-18,1900-01-01 16:00:00,0 days 16:00:00,57600.0,2,7,49,5,1,0
270,HD_024,2022-02-18,1900-01-01 00:00:00,2022-02-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,49,5,1,0
271,DD_185,2022-02-18,1900-01-01 00:00:00,2022-02-18,1900-01-01 23:54:00,0 days 23:54:00,86040.0,2,7,49,5,1,0
272,DD_126,2022-02-18,1900-01-01 00:00:00,2022-02-18,1900-01-01 23:51:00,0 days 23:51:00,85860.0,2,7,49,5,1,0
273,DD_234,2022-02-18,1900-01-01 00:00:00,2022-02-18,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,49,5,1,0
274,HD_024,2022-02-19,1900-01-01 00:00:00,2022-02-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,50,6,1,0
275,DD_126,2022-02-19,1900-01-01 00:12:00,2022-02-19,1900-01-01 23:58:00,0 days 23:46:00,85560.0,2,7,50,6,1,0
276,DD_185,2022-02-19,1900-01-01 00:10:00,2022-02-19,1900-01-01 23:58:00,0 days 23:48:00,85680.0,2,7,50,6,1,0
277,DD_234,2022-02-19,1900-01-01 00:00:00,2022-02-19,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,7,50,6,1,0
278,HD_022,2022-02-19,1900-01-01 00:01:00,2022-02-19,1900-01-01 23:59:00,0 days 23:58:00,86280.0,2,7,50,6,1,0
279,DD_126,2022-02-20,1900-01-01 00:02:00,2022-02-20,1900-01-01 23:49:00,0 days 23:47:00,85620.0,2,8,51,0,1,0
280,DD_185,2022-02-20,1900-01-01 00:02:00,2022-02-20,1900-01-01 23:59:00,0 days 23:57:00,86220.0,2,8,51,0,1,0
281,DD_234,2022-02-20,1900-01-01 00:00:00,2022-02-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,51,0,1,0
282,HD_023,2022-02-20,1900-01-01 08:31:00,2022-02-20,1900-01-01 16:49:00,0 days 08:18:00,29880.0,2,8,51,0,1,8
283,HD_024,2022-02-20,1900-01-01 00:00:00,2022-02-20,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,8,51,0,1,0
284,HD_022,2022-02-20,1900-01-01 00:00:00,2022-02-20,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,51,0,1,0
285,DD_126,2022-02-21,1900-01-01 00:10:00,2022-02-21,1900-01-01 23:53:00,0 days 23:43:00,85380.0,2,8,52,1,1,0
286,DD_234,2022-02-21,1900-01-01 00:00:00,2022-02-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,52,1,1,0
287,DD_185,2022-02-21,1900-01-01 00:00:00,2022-02-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,52,1,1,0
288,HD_023,2022-02-21,1900-01-01 09:59:00,2022-02-21,1900-01-01 23:27:00,0 days 13:28:00,48480.0,2,8,52,1,1,9
289,HD_024,2022-02-21,1900-01-01 00:00:00,2022-02-21,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,52,1,1,0
290,HD_022,2022-02-21,1900-01-01 00:00:00,2022-02-21,1900-01-01 23:53:00,0 days 23:53:00,85980.0,2,8,52,1,1,0
291,HD_024,2022-02-22,1900-01-01 00:00:00,2022-02-22,1900-01-01 23:53:00,0 days 23:53:00,85980.0,2,8,53,2,1,0
292,HD_022,2022-02-22,1900-01-01 00:18:00,2022-02-22,1900-01-01 23:52:00,0 days 23:34:00,84840.0,2,8,53,2,1,0
293,DD_126,2022-02-22,1900-01-01 00:15:00,2022-02-22,1900-01-01 23:58:00,0 days 23:43:00,85380.0,2,8,53,2,1,0
294,DD_234,2022-02-22,1900-01-01 00:00:00,2022-02-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,53,2,1,0
295,DD_185,2022-02-22,1900-01-01 00:00:00,2022-02-22,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,53,2,1,0
296,HD_023,2022-02-22,1900-01-01 08:47:00,2022-02-22,1900-01-01 23:59:00,0 days 15:12:00,54720.0,2,8,53,2,1,8
297,DD_126,2022-02-23,1900-01-01 00:00:00,2022-02-23,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,54,3,1,0
298,HD_022,2022-02-23,1900-01-01 00:14:00,2022-02-23,1900-01-01 23:52:00,0 days 23:38:00,85080.0,2,8,54,3,1,0
299,HD_023,2022-02-23,1900-01-01 00:04:00,2022-02-23,1900-01-01 23:59:00,0 days 23:55:00,86100.0,2,8,54,3,1,0
300,HD_024,2022-02-23,1900-01-01 00:14:00,2022-02-23,1900-01-01 23:58:00,0 days 23:44:00,85440.0,2,8,54,3,1,0
301,DD_234,2022-02-23,1900-01-01 00:00:00,2022-02-23,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,54,3,1,0
302,DD_185,2022-02-23,1900-01-01 00:00:00,2022-02-23,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,54,3,1,0
303,DD_185,2022-02-24,1900-01-01 00:00:00,2022-02-24,1900-01-01 23:57:00,0 days 23:57:00,86220.0,2,8,55,4,1,0
304,HD_023,2022-02-24,1900-01-01 00:00:00,2022-02-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,55,4,1,0
305,HD_024,2022-02-24,1900-01-01 00:10:00,2022-02-24,1900-01-01 23:59:00,0 days 23:49:00,85740.0,2,8,55,4,1,0
306,DD_234,2022-02-24,1900-01-01 00:00:00,2022-02-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,55,4,1,0
307,HD_022,2022-02-24,1900-01-01 00:01:00,2022-02-24,1900-01-01 23:54:00,0 days 23:53:00,85980.0,2,8,55,4,1,0
308,DD_126,2022-02-24,1900-01-01 00:00:00,2022-02-24,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,55,4,1,0
309,DD_185,2022-02-25,1900-01-01 00:01:00,2022-02-25,1900-01-01 23:59:00,0 days 23:58:00,86280.0,2,8,56,5,1,0
310,DD_234,2022-02-25,1900-01-01 00:00:00,2022-02-25,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,56,5,1,0
311,HD_024,2022-02-25,1900-01-01 00:00:00,2022-02-25,1900-01-01 23:56:00,0 days 23:56:00,86160.0,2,8,56,5,1,0
312,DD_126,2022-02-25,1900-01-01 00:00:00,2022-02-25,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,56,5,1,0
313,HD_022,2022-02-25,1900-01-01 00:00:00,2022-02-25,1900-01-01 23:58:00,0 days 23:58:00,86280.0,2,8,56,5,1,0
314,HD_023,2022-02-25,1900-01-01 00:00:00,2022-02-25,1900-01-01 18:40:00,0 days 18:40:00,67200.0,2,8,56,5,1,0
315,HD_024,2022-02-26,1900-01-01 00:05:00,2022-02-26,1900-01-01 23:59:00,0 days 23:54:00,86040.0,2,8,57,6,1,0
316,HD_022,2022-02-26,1900-01-01 00:05:00,2022-02-26,1900-01-01 23:56:00,0 days 23:51:00,85860.0,2,8,57,6,1,0
317,DD_234,2022-02-26,1900-01-01 00:00:00,2022-02-26,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,8,57,6,1,0
318,DD_185,2022-02-26,1900-01-01 00:00:00,2022-02-26,1900-01-01 23:54:00,0 days 23:54:00,86040.0,2,8,57,6,1,0
319,HD_023,2022-02-26,1900-01-01 00:26:00,2022-02-26,1900-01-01 23:59:00,0 days 23:33:00,84780.0,2,8,57,6,1,0
320,DD_126,2022-02-26,1900-01-01 00:00:00,2022-02-26,1900-01-01 23:49:00,0 days 23:49:00,85740.0,2,8,57,6,1,0
321,DD_185,2022-02-27,1900-01-01 00:01:00,2022-02-27,1900-01-01 23:59:00,0 days 23:58:00,86280.0,2,9,58,0,1,0
322,DD_126,2022-02-27,1900-01-01 00:14:00,2022-02-27,1900-01-01 23:59:00,0 days 23:45:00,85500.0,2,9,58,0,1,0
323,HD_023,2022-02-27,1900-01-01 00:00:00,2022-02-27,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,9,58,0,1,0
324,DD_234,2022-02-27,1900-01-01 00:00:00,2022-02-27,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,9,58,0,1,0
325,HD_024,2022-02-27,1900-01-01 00:00:00,2022-02-27,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,9,58,0,1,0
326,HD_022,2022-02-27,1900-01-01 00:05:00,2022-02-27,1900-01-01 23:59:00,0 days 23:54:00,86040.0,2,9,58,0,1,0
327,HD_024,2022-02-28,1900-01-01 00:00:00,2022-02-28,1900-01-01 23:51:00,0 days 23:51:00,85860.0,2,9,59,1,1,0
328,DD_185,2022-02-28,1900-01-01 00:00:00,2022-02-28,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,9,59,1,1,0
329,HD_022,2022-02-28,1900-01-01 00:00:00,2022-02-28,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,9,59,1,1,0
330,HD_023,2022-02-28,1900-01-01 00:00:00,2022-02-28,1900-01-01 23:41:00,0 days 23:41:00,85260.0,2,9,59,1,1,0
331,DD_126,2022-02-28,1900-01-01 00:00:00,2022-02-28,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,9,59,1,1,0
332,DD_234,2022-02-28,1900-01-01 00:00:00,2022-02-28,1900-01-01 23:59:00,0 days 23:59:00,86340.0,2,9,59,1,1,0
333,HD_024,2022-03-01,1900-01-01 00:03:00,2022-03-01,1900-01-01 23:59:00,0 days 23:56:00,86160.0,3,9,60,2,1,0
334,HD_022,2022-03-01,1900-01-01 00:01:00,2022-03-01,1900-01-01 23:59:00,0 days 23:58:00,86280.0,3,9,60,2,1,0
335,DD_185,2022-03-01,1900-01-01 00:00:00,2022-03-01,1900-01-01 23:56:00,0 days 23:56:00,86160.0,3,9,60,2,1,0
336,DD_234,2022-03-01,1900-01-01 00:00:00,2022-03-01,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,60,2,1,0
337,HD_023,2022-03-01,1900-01-01 00:39:00,2022-03-01,1900-01-01 23:59:00,0 days 23:20:00,84000.0,3,9,60,2,1,0
338,DD_126,2022-03-01,1900-01-01 00:00:00,2022-03-01,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,60,2,1,0
339,DD_185,2022-03-02,1900-01-01 00:01:00,2022-03-02,1900-01-01 23:59:00,0 days 23:58:00,86280.0,3,9,61,3,1,0
340,DD_126,2022-03-02,1900-01-01 00:00:00,2022-03-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,61,3,1,0
341,HD_023,2022-03-02,1900-01-01 00:00:00,2022-03-02,1900-01-01 17:24:00,0 days 17:24:00,62640.0,3,9,61,3,1,0
342,DD_234,2022-03-02,1900-01-01 00:00:00,2022-03-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,61,3,1,0
343,HD_024,2022-03-02,1900-01-01 00:00:00,2022-03-02,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,61,3,1,0
344,HD_022,2022-03-02,1900-01-01 00:01:00,2022-03-02,1900-01-01 23:52:00,0 days 23:51:00,85860.0,3,9,61,3,1,0
345,HD_022,2022-03-03,1900-01-01 00:05:00,2022-03-03,1900-01-01 23:53:00,0 days 23:48:00,85680.0,3,9,62,4,1,0
346,HD_023,2022-03-03,1900-01-01 09:51:00,2022-03-03,1900-01-01 14:56:00,0 days 05:05:00,18300.0,3,9,62,4,1,9
347,DD_126,2022-03-03,1900-01-01 00:00:00,2022-03-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,62,4,1,0
348,HD_024,2022-03-03,1900-01-01 00:00:00,2022-03-03,1900-01-01 23:52:00,0 days 23:52:00,85920.0,3,9,62,4,1,0
349,DD_185,2022-03-03,1900-01-01 00:00:00,2022-03-03,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,62,4,1,0
350,DD_234,2022-03-03,1900-01-01 00:00:00,2022-03-03,1900-01-01 23:58:00,0 days 23:58:00,86280.0,3,9,62,4,1,0
351,HD_022,2022-03-04,1900-01-01 00:09:00,2022-03-04,1900-01-01 23:56:00,0 days 23:47:00,85620.0,3,9,63,5,1,0
352,HD_023,2022-03-04,1900-01-01 07:49:00,2022-03-04,1900-01-01 09:32:00,0 days 01:43:00,6180.0,3,9,63,5,1,7
353,DD_126,2022-03-04,1900-01-01 00:00:00,2022-03-04,1900-01-01 23:58:00,0 days 23:58:00,86280.0,3,9,63,5,1,0
354,DD_185,2022-03-04,1900-01-01 00:00:00,2022-03-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,63,5,1,0
355,HD_024,2022-03-04,1900-01-01 00:09:00,2022-03-04,1900-01-01 23:59:00,0 days 23:50:00,85800.0,3,9,63,5,1,0
356,DD_234,2022-03-04,1900-01-01 00:00:00,2022-03-04,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,63,5,1,0
357,HD_022,2022-03-05,1900-01-01 00:04:00,2022-03-05,1900-01-01 23:59:00,0 days 23:55:00,86100.0,3,9,64,6,1,0
358,DD_126,2022-03-05,1900-01-01 00:00:00,2022-03-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,64,6,1,0
359,HD_024,2022-03-05,1900-01-01 00:00:00,2022-03-05,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,9,64,6,1,0
360,DD_234,2022-03-05,1900-01-01 00:00:00,2022-03-05,1900-01-01 23:48:00,0 days 23:48:00,85680.0,3,9,64,6,1,0
361,DD_185,2022-03-05,1900-01-01 00:02:00,2022-03-05,1900-01-01 23:57:00,0 days 23:55:00,86100.0,3,9,64,6,1,0
362,DD_126,2022-03-06,1900-01-01 00:00:00,2022-03-06,1900-01-01 23:49:00,0 days 23:49:00,85740.0,3,10,65,0,1,0
363,DD_185,2022-03-06,1900-01-01 00:10:00,2022-03-06,1900-01-01 23:59:00,0 days 23:49:00,85740.0,3,10,65,0,1,0
364,HD_024,2022-03-06,1900-01-01 00:00:00,2022-03-06,1900-01-01 23:47:00,0 days 23:47:00,85620.0,3,10,65,0,1,0
365,HD_023,2022-03-06,1900-01-01 20:41:00,2022-03-06,1900-01-01 23:59:00,0 days 03:18:00,11880.0,3,10,65,0,1,20
366,HD_022,2022-03-06,1900-01-01 00:00:00,2022-03-06,1900-01-01 23:48:00,0 days 23:48:00,85680.0,3,10,65,0,1,0
367,DD_234,2022-03-06,1900-01-01 00:20:00,2022-03-06,1900-01-01 23:59:00,0 days 23:39:00,85140.0,3,10,65,0,1,0
368,HD_023,2022-03-07,1900-01-01 00:00:00,2022-03-07,1900-01-01 07:18:00,0 days 07:18:00,26280.0,3,10,66,1,1,0
369,HD_022,2022-03-07,1900-01-01 00:04:00,2022-03-07,1900-01-01 23:56:00,0 days 23:52:00,85920.0,3,10,66,1,1,0
370,DD_126,2022-03-07,1900-01-01 00:11:00,2022-03-07,1900-01-01 23:55:00,0 days 23:44:00,85440.0,3,10,66,1,1,0
371,DD_234,2022-03-07,1900-01-01 00:00:00,2022-03-07,1900-01-01 23:59:00,0 days 23:59:00,86340.0,3,10,66,1,1,0
